Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
A1848,2014,Outcross,-0.019769,PC_N09_ID1,PC_N07_ID1,2322.17,16,55,E,62,59,132,40,5.9,5,12,2,360,180,38.5,3.75,3.999997,7.5,5.13,4463,106,0.0239,1.65,10,100,0.0333,3,0.0477,0,0,0,100,5.801213,1.467423,1.446952783,PC_N07_ID1xPC_N09_ID1,-1,Outcross2014
A1850,2014,Self,0.6280843,PC_L48_ID2,PC_L48_ID2,2096.79,16,57,E,68,67,138,44.5,4.5,5,5,2,220,110,45.5,5.25,3.667576,10.5,4.33,5193,103,0.0199,1.43,11,100,0.0227,1,0.0398,0,0,0,80,5.244073,1.434373,1.390350313,PC_L48_ID2xPC_L48_ID2,1,Self2014
A1851,2014,Outcross,0.0047102,PC_I58_ID2,PC_I55_ID2,2197.43,16,58,E,62,62,149,48.5,4.7,5,10,3,640,213.33,52.5,4.75,4.115292,9.5,5.53,4463,142,0.0317,1.36,9,100,0.0156,0,0.0634,0,0,0,100,7.182556,1.757353,1.379893734,PC_I55_ID2xPC_I58_ID2,-1,Outcross2014
A1854,2014,Self,0.5653063,PC_O59_ID2,PC_O59_ID2,3007.94,16,61,E,83,82,167,55.5,7.5,3,7,3,460,153.33,52.5,4.75,4.735799,9.5,5.53,4121,151,0.0366,2.13,10,100,0.0152,1,0.0733,0,0.074,0,100,6.845021,1.459511,1.38057692,PC_O59_ID2xPC_O59_ID2,1,Self2014
A1855,2014,Outcross,-0.0441663,PC_I50_ID1,PC_I06_ID1,2197.41,16,62,E,66,65,129,48,5.7,12,15,3,500,166.67,40,4.25,3.994436,8.5,4.71,6103,153,0.0251,1.6,9,100,0.03,1,0.0501,0,0,0,100,6.468112,1.628506,1.349875516,PC_I06_ID1xPC_I50_ID1,-1,Outcross2014
A1857,2014,Outcross,0.0108666,PC_O08_ID2,PC_J48_ID2,2063.56,16,64,E,69,69,133,58,6.4,5,12,4,780,195,54.5,4.5,3.967999,9,6.06,4384,113,0.0257,1.79,9,100,0.0154,0,0.0515,0,0,0,95,6.782362,1.715169,1.333063959,PC_J48_ID2xPC_O08_ID2,-1,Outcross2014
A1865,2014,Outcross,-0.0392414,PC_N04_ID1,PC_I06_ID1,160.44,16,72,E,77,69,126,47,4.6,11,8,2,400,200,50.5,4.75,4.080174,9.5,5.32,5384,176,0.0327,1.17,9,50,0.02,8,0.0654,0,0,0,95,6.55221,1.620026,1.381696612,PC_I06_ID1xPC_N04_ID1,-1,Outcross2014
A1870,2014,Self,0.5886377,PC_N57_ID2,PC_N57_ID2,1503.96,16,77,E,81,63,132,39,4.7,6,8,3,210,70,45.5,3.5,5.811331,7,6.5,3478,191,0.0548,1.34,8,0,0.0381,18,0.1097,0.033,0.016,0,100,8.230615,1.430621,1.326920117,PC_N57_ID2xPC_N57_ID2,1,Self2014
A1871,2014,Outcross,-0.00653404,PC_I05_ID1,PC_I52_ID1,1447.24,16,78,E,64,61,142,47,7.7,8,12,2,410,205,61,5.5,4.342703,11,5.55,6363,223,0.035,1.59,8,80,0.0293,3,0.0699,0,0,0,95,6.644063,1.553679,1.389083452,PC_I05_ID1xPC_I52_ID1,1,Outcross2014
A1877,2014,Outcross,-0.0106736,PC_I52_ID1,PC_L12_ID1,1252.54,16,84,E,64,63,129,42.5,4.8,8,9,2,430,215,53.5,4.5,4.102752,9,5.94,4575,142,0.0311,1.34,8,100,0.0209,1,0.0623,0.006,0.003,0,100,6.337291,1.550282,1.473959257,PC_I52_ID1xPC_L12_ID1,1,Outcross2014
A1878,2014,Outcross,-0.0088636,PC_N09_ID1,PC_N04_ID1,1783.22,16,85,E,58,55,135,48.5,5.6,6,12,2,410,205,45,3.75,3.997507,7.5,6,4714,145,0.0308,1.68,11,100,0.0293,3,0.0615,0,0,0,100,7.166315,1.798435,1.412276854,PC_N04_ID1xPC_N09_ID1,-1,Outcross2014
A1879,2014,Self,0.54622,PC_N04_ID1,PC_N04_ID1,2121.85,16,86,E,67,64,103,41,4.5,8,7,2,230,115,49.5,3.75,3.984867,7.5,6.6,3769,106,0.0281,1.32,8,100,0.0304,3,0.0563,0,0,0,100,7.245015,1.826292,1.450713854,PC_N04_ID1xPC_N04_ID1,1,Self2014
A1886,2014,Self,0.5913779,PC_J14_ID2,PC_J14_ID2,1861.16,16,93,E,76,70,99,53,4.7,7,13,3,620,206.67,38.5,4,3.593393,8,4.81,4137,76,0.0185,1.21,7,100,0.021,6,0.037,0,0,0,95,5.64119,1.575056,1.372572869,PC_J14_ID2xPC_J14_ID2,1,Self2014
A1889,2014,Self,0.4469448,PC_I55_ID2,PC_I55_ID2,1979.57,16,96,E,67,65,135,50.5,5.3,9,11,3,470,156.67,57.5,6,3.987032,12,4.79,7055,173,0.0245,1.38,9,70,0.0234,2,0.0491,0,0,0.008,75,6.410878,1.619131,1.383332404,PC_I55_ID2xPC_I55_ID2,1,Self2014
A1891,2014,Outcross,-0.03974926,PC_M59_ID1,PC_L56_ID1,2200.69,16,98,E,69,70,117,37.5,6.2,4,12,3,550,183.33,48.5,4.5,4.054087,9,5.39,4394,113,0.0257,1.5,8,100,0.0218,-1,0.0515,0,0.006,0,85,6.109987,1.509866,1.379966652,PC_L56_ID1xPC_M59_ID1,-1,Outcross2014
A1892,2014,Outcross,-0.04267293,PC_N13_ID1,PC_L56_ID1,1763.62,16,99,E,62,57,150,41,6.5,4,12,2,580,290,58,5,4.414573,10,5.8,5097,190,0.0372,2.14,9,100,0.0207,5,0.0744,0,0,0,80,6.926385,1.575575,1.362806557,PC_L56_ID1xPC_N13_ID1,-1,Outcross2014
A1897,2014,Self,0.6329808,PC_L48_ID2,PC_L48_ID2,888.73,16,104,E,68,66,116,43,5,6,10,3,470,156.67,45.5,5.75,3.741952,11.5,3.96,5961,125,0.021,1.51,9,100,0.0213,2,0.042,0,0.112,0,100,5.193881,1.395945,1.428477182,PC_L48_ID2xPC_L48_ID2,1,Self2014
A1900,2014,Outcross,-0.01608235,PC_N11_ID1,PC_M05_ID1,1824.81,16,107,E,64,59,128,53.5,6.4,7,16,3,570,190,41,4.5,3.927896,9,4.56,5582,131,0.0234,1.46,8,100,0.0281,5,0.0468,0,0,0,95,5.924055,1.51381,1.342605502,PC_M05_ID1xPC_N11_ID1,-1,Outcross2014
A1901,2014,Outcross,0.0084116,PC_K54_ID1,PC_N04_ID1,1851.28,16,108,E,66,62,122,52.5,5,6,7,2,280,140,39.5,4,4.378968,8,4.94,3691,130,0.0352,1.59,8,50,0.025,4,0.0703,0.018,0.018,0,90,6.108258,1.399323,1.446056352,PC_K54_ID1xPC_N04_ID1,1,Outcross2014
A1903,2014,Self,0.505575,PC_J14_ID2,PC_J14_ID2,2191.03,16,110,E,78,74,130,41.5,4.5,8,7,2,380,190,37,3.5,3.788518,7,5.29,3888,87,0.0225,1.37,11,100,0.0184,4,0.0449,0,0,0,95,5.859303,1.55073,1.398879685,PC_J14_ID2xPC_J14_ID2,1,Self2014
A1910,2014,Self,0.5427248,PC_L06_ID2,PC_L06_ID2,2406.71,17,106,E,83,76,126,65,4.8,1,8,2,650,325,45.5,4.25,3.267605,8.5,5.35,2601,43,0.0167,1.3,7,100,0.0123,7,0.0334,0,0,0,85,5.418127,1.663686,1.47393106,PC_L06_ID2xPC_L06_ID2,1,Self2014
A1913,2014,Outcross,-0.01165515,PC_N09_ID1,PC_I06_ID1,1920.71,17,103,E,64,64,119,53,5.1,5,15,3,610,203.33,43.5,4.5,4.050229,9,4.83,5274,135,0.0257,1.62,9,100,0.0246,0,0.0514,0,0,0,95,6.463303,1.603543,1.340108232,PC_I06_ID1xPC_N09_ID1,-1,Outcross2014
A1916,2014,Outcross,0.0088873,PC_M15_ID1,PC_M58_ID1,2306.04,17,100,E,62,60,124,53.5,5.8,7,15,3,640,213.33,42,4,3.768142,8,5.25,4678,108,0.0231,1.53,8,90,0.0234,2,0.0463,0,0,0,95,6.046186,1.616548,1.376728043,PC_M15_ID1xPC_M58_ID1,1,Outcross2014
A1917,2014,Outcross,-0.0020349,PC_L12_ID2,PC_N57_ID2,2878.41,17,99,E,63,63,131,50,5.2,4,14,3,580,193.33,45,4,4.065383,8,5.63,4213,123,0.0293,1.49,8,100,0.0241,0,0.0586,0,0,0,90,6.781134,1.681623,1.362910001,PC_L12_ID2xPC_N57_ID2,1,Outcross2014
A1918,2014,Self,0.6020921,PC_O51_ID2,PC_O51_ID2,3246.04,17,98,E,83,74,110,46.5,5.4,3,8,2,240,120,44,4.25,3.749837,8.5,5.18,3539,90,0.0254,0.95,7,50,0.0333,9,0.0508,0,0,0,90,6.578913,1.772585,1.427021568,PC_O51_ID2xPC_O51_ID2,1,Self2014
A1919,2014,Self,0.4453591,PC_L14_ID1,PC_L14_ID1,3199.3,17,97,E,62,57,101,50,5.1,5,6,2,220,110,41.5,4,3.865117,8,5.19,3262,78,0.0238,1.31,7,80,0.0273,5,0.0476,0,0,0,90,6.594744,1.717847,1.351649264,PC_L14_ID1xPC_L14_ID1,1,Self2014
A1920,2014,Outcross,0.0256594,PC_N11_ID1,PC_J50_ID1,3464.57,17,96,E,58,57,108,54.5,5.4,5,16,3,560,186.67,41.5,4.25,3.786259,8.5,4.88,4325,95,0.0219,1.36,5,90,0.0286,1,0.0438,0,0,0,85,5.649415,1.496845,1.389181293,PC_J50_ID1xPC_N11_ID1,-1,Outcross2014
A1921,2014,Outcross,-0.0170234,PC_K02_ID1,PC_N04_ID1,2715.1,17,95,E,62,61,125,57.5,5.7,10,14,3,590,196.67,52.5,4.75,4.273875,9.5,5.53,6146,192,0.0312,1.68,9,100,0.0237,1,0.0624,0,0,0,100,6.378399,1.499255,1.413328084,PC_K02_ID1xPC_N04_ID1,1,Outcross2014
A1923,2014,Outcross,-0.0508203,PC_N07_ID1,PC_N13_ID1,2315.48,17,93,E,71,69,143,39,5.1,7,7,9,530,58.89,52.5,5.25,4.48983,10.5,5,4792,161,0.0335,1.61,9,90,0.0132,2,0.067,0,0,0,95,6.392381,1.428515,1.327043059,PC_N07_ID1xPC_N13_ID1,1,Outcross2014
A1926,2014,Outcross,-0.0382164,PC_J04_ID1,PC_N04_ID1,3212.85,17,90,E,65,63,136,47,5.5,7,8,2,250,125,53,4.5,4.60356,9,5.89,5281,198,0.0375,1.69,11,100,0.032,2,0.0749,0,0,0.006,85,6.491285,1.414018,1.352925308,PC_J04_ID1xPC_N04_ID1,1,Outcross2014
A1927,2014,Outcross,-0.0040153,PC_J07_ID2,PC_N58_ID2,2236.05,17,89,E,73,71,188,52,6.7,13,11,3,470,156.67,47,4.75,3.753951,9.5,4.95,6704,166,0.0248,1.99,11,100,0.0234,2,0.0495,0,0,0,80,5.704124,1.531003,1.439576198,PC_J07_ID2xPC_N58_ID2,1,Outcross2014
A1932,2014,Self,0.7581927,PC_N07_ID1,PC_N07_ID1,2524.54,17,84,E,63,64,116,47,4,7,11,3,560,186.67,39,3.25,4.019587,6.5,6,3149,82,0.0261,1.07,7,100,0.0196,-1,0.0522,0,0,0,85,6.99247,1.747873,1.406307926,PC_N07_ID1xPC_N07_ID1,1,Self2014
A1933,2014,Outcross,-0.0409208,PC_J12_ID1,PC_L08_ID1,2304.24,17,83,E,56,55,102,52,4.3,11,11,2,570,285,52.5,4.75,4.081766,9.5,5.53,5186,155,0.0298,1.33,7,100,0.0193,1,0.0597,0,0.04,0.016,0,6.775088,1.669641,1.414557312,PC_J12_ID1xPC_L08_ID1,1,Outcross2014
A1937,2014,Outcross,-0.023452,PC_K54_ID1,PC_N09_ID1,2474.74,17,79,E,64,64,136,54,6.6,8,16,3,450,150,48.5,4.5,4.32558,9,5.39,6422,226,0.0352,1.76,10,100,0.0356,0,0.0703,0,0,0,95,6.39796,1.492804,1.425608453,PC_K54_ID1xPC_N09_ID1,1,Outcross2014
A1938,2014,Outcross,-0.0214738,PC_I11_ID2,PC_K55_ID2,2402.25,17,78,E,65,64,134,50.5,5.7,10,10,2,500,250,46,4.5,4.147567,9,5.11,5183,160,0.0308,1.43,9,100,0.02,1,0.0616,0,0,0,85,6.322782,1.554709,1.368161089,PC_I11_ID2xPC_K55_ID2,1,Outcross2014
A1949,2014,Outcross,-0.01342005,PC_N13_ID1,PC_N07_ID1,1591.35,17,67,E,61,59,126,50,5.1,9,15,3,710,236.67,50,4.75,4.124101,9.5,5.26,5986,163,0.0272,1.66,9,100,0.0211,2,0.0544,0,0,0,90,5.995118,1.476449,1.396422937,PC_N07_ID1xPC_N13_ID1,-1,Outcross2014
A1952,2014,Outcross,-0.0245331,PC_N58_ID2,PC_O08_ID2,2490.24,17,64,E,69,67,138,48,5.4,8,11,3,770,256.67,43.5,3.5,4.023869,7,6.21,3220,99,0.0307,1.6,7,100,0.0143,2,0.0614,0,0,0,90,7.24313,1.810144,1.382668185,PC_N58_ID2xPC_O08_ID2,1,Outcross2014
A1954,2014,Outcross,-0.01946,PC_I58_ID1,PC_N48_ID1,3116.12,17,62,E,66,63,112,52,6.9,8,13,3,570,190,48.5,4,4.135865,8,6.06,4558,140,0.0307,1.47,8,100,0.0228,3,0.0613,0,0.012,0,95,6.79492,1.653531,1.378398986,PC_I58_ID1xPC_N48_ID1,1,Outcross2014
A1955,2014,Outcross,-0.065294,PC_I50_ID1,PC_I06_ID1,3695.26,17,61,E,62,61,108,39,4.2,7,9,2,280,140,44,4,3.578238,8,5.5,4389,85,0.0193,1.28,9,80,0.0321,1,0.0387,0,0,0,100,6.318382,1.775611,1.356895819,PC_I06_ID1xPC_I50_ID1,-1,Outcross2014
A1956,2014,Self,0.4026852,PC_N48_ID1,PC_N48_ID1,3187.28,17,60,E,65,62,106,45,5.3,10,9,3,310,103.33,49.5,4.5,4.254234,9,5.5,5067,138,0.0273,1.36,8,100,0.029,3,0.0547,0,0.006,0,100,6.754643,1.612801,1.383218072,PC_N48_ID1xPC_N48_ID1,1,Self2014
A1957,2014,Self,0.3667252,PC_N07_ID2,PC_N07_ID2,3634.61,17,59,E,76,84,76,39,4.6,3,3,1,20,20,37,3.5,NA,7,5.29,1294,NA,NA,1.32,1,50,0.15,-8,NA,NA,NA,NA,NA,NA,NA,NA,PC_N07_ID2xPC_N07_ID2,1,Self2014
A1958,2014,Self,0.4082389,PC_K55_ID2,PC_K55_ID2,2634.67,17,58,E,65,63,118,47,7.1,7,15,3,540,180,52,5,4.198696,10,5.2,5767,170,0.0294,1.65,7,100,0.0278,2,0.0589,0,0.006,0.006,100,5.737525,1.378244,1.415315547,PC_K55_ID2xPC_K55_ID2,1,Self2014
A1963,2014,Outcross,-0.02898735,PC_N13_ID1,PC_N07_ID1,2842.75,17,53,E,67,67,150,55,5.7,5,11,3,510,170,47,4.75,4.532006,9.5,4.95,5169,178,0.0344,1.99,10,100,0.0216,0,0.0687,0.01,0.005,0,100,6.179642,1.366997,1.352980423,PC_N07_ID1xPC_N13_ID1,-1,Outcross2014
A1964,2014,Outcross,-0.02710944,PC_J04_ID1,PC_N07_ID1,2907.69,17,52,E,65,64,140,52,5.3,5,7,2,390,195,42.5,3.75,4.476774,7.5,5.67,3591,126,0.0351,1.52,10,100,0.0179,1,0.0702,0.013,0.006,0,100,6.951633,1.561039,1.351107059,PC_J04_ID1xPC_N07_ID1,1,Outcross2014
A1966,2014,Outcross,0.0050967,PC_J48_ID2,PC_O08_ID2,2340.06,17,50,E,61,59,114,46,5.6,10,11,3,560,186.67,50.5,4.25,4.405038,8.5,5.94,4522,173,0.0383,1.61,7,100,0.0196,2,0.0765,0,0,0,100,7.344747,1.676602,1.389706292,PC_J48_ID2xPC_O08_ID2,1,Outcross2014
A1970,2014,Self,0.2989075,PC_L08_ID1,PC_L08_ID1,2242.35,17,46,E,57,54,110,29,4.4,9,4,1,50,50,41,3.75,4.20197,7.5,5.47,3651,108,0.0295,1.35,8,0,0.08,3,0.0591,0,0,0,0,6.20991,1.48512,1.395864017,PC_L08_ID1xPC_L08_ID1,1,Self2014
A1972,2014,Outcross,0.0017579,PC_I58_ID1,PC_L56_ID1,2793.2,17,44,E,58,57,105,52,5.4,11,13,3,590,196.67,50,4.25,4.027265,8.5,5.88,4983,164,0.0329,1.19,7,90,0.022,1,0.0657,0,0,0,100,7.411687,1.847642,1.404328053,PC_I58_ID1xPC_L56_ID1,1,Outcross2014
A1974,2014,Outcross,-0.0452638,PC_J12_ID1,PC_L08_ID1,3301.88,17,42,E,62,57,133,42.5,6.5,10,8,3,500,166.67,49.5,4.75,4.088144,9.5,5.21,4792,142,0.0297,1.33,8,100,0.016,5,0.0593,0,0,0,100,6.933718,1.699832,1.33510879,PC_J12_ID1xPC_L08_ID1,1,Outcross2014
A1976,2014,Outcross,-0.00415635,PC_J14_ID2,PC_O59_ID2,3037.69,17,40,E,77,71,175,45,5.4,11,12,3,480,160,47.5,4,4.158415,8,5.94,5336,151,0.0283,1.8,10,100,0.025,6,0.0566,0,0,0,100,6.22163,1.505043,1.384900297,PC_J14_ID2xPC_O59_ID2,1,Outcross2014
A1977,2014,Outcross,0.0059285,PC_K54_ID1,PC_K60_ID1,4254.58,17,39,E,67,65,97,44.5,4,3,5,2,80,40,47.5,4.75,3.820179,9.5,5,3360,85,0.0253,0.9,6,0,0.0625,2,0.0507,0,0.01,0.01,95,6.167326,1.627604,1.409914268,PC_K54_ID1xPC_K60_ID1,1,Outcross2014
A1979,2014,Self,0.4605129,PC_J13_ID1,PC_J13_ID1,3651.6,17,37,E,63,62,128,36,6.1,8,7,2,350,175,41.5,4.5,3.981652,9,4.61,4561,113,0.0247,1.57,9,100,0.02,1,0.0494,0,0.006,0,100,5.69141,1.432852,1.418938014,PC_J13_ID1xPC_J13_ID1,1,Self2014
A1980,2014,Outcross,-0.02492636,PC_J48_ID2,PC_I11_ID2,3453.55,17,36,E,66,64,134,52,6,6,8,2,360,180,44.5,4,4.07797,8,5.56,3744,117,0.0311,1.32,8,100,0.0222,2,0.0623,0,0,0,90,7.058603,1.738466,1.375644976,PC_I11_ID2xPC_J48_ID2,-1,Outcross2014
A1982,2014,Outcross,-0.018508,PC_J51_ID1,PC_N07_ID1,2920.89,17,34,E,67,65,137,50.5,5.9,12,18,4,660,165,39.5,4,4.258532,8,4.94,6246,154,0.0247,1.94,10,100,0.0273,2,0.0494,0,0,0,100,5.719261,1.347246,1.351208936,PC_J51_ID1xPC_N07_ID1,1,Outcross2014
A1983,2014,Self,0.6621519,PC_M59_ID1,PC_M59_ID1,3349.81,17,33,E,77,74,124,41,5.3,3,6,3,410,136.67,31.5,3.25,3.22888,6.5,4.85,2561,41,0.016,1.28,9,100,0.0146,3,0.032,0,0,0,100,4.977983,1.545088,1.421091135,PC_M59_ID1xPC_M59_ID1,1,Self2014
A1986,2014,Self,0.4475636,PC_I50_ID2,PC_I50_ID2,2258.48,17,30,E,86,86,148,67.5,4.6,3,9,3,680,226.67,42,4.25,3.618209,8.5,4.94,3008,59,0.0197,1.46,7,100,0.0132,0,0.0394,0,0,0,95,6.213657,1.722298,1.384770891,PC_I50_ID2xPC_I50_ID2,1,Self2014
A1992,2014,Outcross,-0.01720786,PC_N57_ID2,PC_J07_ID2,3102.29,17,24,E,77,73,172,60,6.3,6,14,NA,NA,NA,49.5,4,4.335989,8,6.19,NA,NA,0.0367,1.65,10,100,NA,4,0.0733,0,0.026,0.013,100,7.02122,1.625116,1.390720786,PC_J07_ID2xPC_N57_ID2,-1,Outcross2014
A1994,2014,Self,0.488198,PC_L14_ID1,PC_L14_ID1,3685.4,17,22,E,63,64,115,58,5.9,4,15,3,450,150,NA,NA,3.674303,NA,NA,NA,NA,0.0141,1.49,7,100,0.0333,-1,0.0281,0,0,0,80,6.559962,1.800037,1.319588843,PC_L14_ID1xPC_L14_ID1,1,Self2014
A1997,2014,Self,0.6669911,PC_I08_ID1,PC_I08_ID1,2672.87,17,19,E,57,53,107,34,4,9,7,2,350,175,27.5,2.5,3.475226,5,5.5,2341,53,0.0228,1.37,7,0,0.02,4,0.0457,0,0,0.01,60,6.39174,1.84614,1.426764304,PC_I08_ID1xPC_I08_ID1,1,Self2014
A1999,2014,Self,0.3963319,PC_K02_ID1,PC_K02_ID1,2454.97,17,17,E,68,68,158,64,5.9,10,13,3,670,223.33,53.5,5,4.065732,10,5.35,5822,163,0.0281,1.94,8,100,0.0194,0,0.0561,0,0,0,95,7.072391,1.74507,1.385757578,PC_K02_ID1xPC_K02_ID1,1,Self2014
A2000,2014,Self,0.6539508,PC_N14_ID2,PC_N14_ID2,2985,17,16,E,NA,64,117,43,6.4,4,13,2,380,190,44.5,4.25,3.80999,8.5,5.24,4847,122,0.0251,1.5,9,100,0.0342,NA,0.0503,0.04,0.04,0.01,90,6.335484,1.669329,1.400121594,PC_N14_ID2xPC_N14_ID2,1,Self2014
A2006,2014,Outcross,-0.0263457,PC_N03_ID2,PC_I50_ID2,2527.7,17,10,E,76,71,191,50.5,5,9,16,3,450,150,47,4.5,3.871865,9,5.22,7055,178,0.0253,1.7,12,100,0.0356,5,0.0505,0,0,0,95,6.362895,1.651903,1.371132943,PC_I50_ID2xPC_N03_ID2,-1,Outcross2014
A2008,2014,Outcross,0.0037099,PC_J04_ID1,PC_N04_ID1,2986.64,17,8,E,64,62,128,45.5,6.6,10,11,3,510,170,45,4.25,4.047572,8.5,5.29,5298,159,0.03,1.66,10,100,0.0216,2,0.0599,0,0.01,0.005,85,6.466608,1.60704,1.365527243,PC_J04_ID1xPC_N04_ID1,1,Outcross2014
A2009,2014,Outcross,0.0202538,PC_L14_ID1,PC_K02_ID1,3489.45,17,7,E,69,68,131,77.5,5.5,3,9,2,460,230,52,4.5,4.445704,9,5.78,3566,138,0.0387,1.45,7,100,0.0196,1,0.0775,0,0,0,95,7.531954,1.70717,1.375897651,PC_K02_ID1xPC_L14_ID1,-1,Outcross2014
A2010,2014,Self,0.5172254,PC_L08_ID1,PC_L08_ID1,2677.27,17,6,E,58,54,120,36.5,4.9,5,9,2,550,275,37,3.5,4.301681,7,5.29,3255,96,0.0295,1.26,9,20,0.0164,4,0.059,0.033,0.024,0.008,5,6.536458,1.525477,1.36477763,PC_L08_ID1xPC_L08_ID1,1,Self2014
A2011,2014,Outcross,0.0044188,PC_L14_ID1,PC_M05_ID1,2613.71,17,5,E,60,61,78,50.5,5,7,13,3,200,66.67,44,4.5,3.603363,9,4.89,5381,110,0.0204,1.53,7,100,0.065,-1,0.0407,0,0,0,15,5.948376,1.655885,1.385618414,PC_L14_ID1xPC_M05_ID1,1,Outcross2014
A2014,2014,Outcross,-0.00881165,PC_N14_ID2,PC_I55_ID2,1680.31,17,2,E,59,54,117,42,4.9,14,8,2,460,230,41.5,4.25,4.336748,8.5,4.88,4891,174,0.0357,1.31,8,0,0.0174,5,0.0713,0,0,0,10,6.801952,1.568101,1.391936213,PC_I55_ID2xPC_N14_ID2,-1,Outcross2014
A2019,2014,Outcross,-0.04631704,PC_I50_ID1,PC_I06_ID1,2955.26,22,2,E,75,69,153,47,4.3,8,9,3,590,196.67,41.5,4,3.378008,8,5.19,4474,96,0.0214,1.55,11,100,0.0153,6,0.0427,0,0,0,100,5.974362,1.779027,1.446637316,PC_I06_ID1xPC_I50_ID1,-1,Outcross2014
A2020,2014,Outcross,-0.04055023,PC_J12_ID1,PC_M59_ID1,3162.93,22,3,E,58,58,103,41,5.5,5,11,3,580,193.33,44,4.5,3.742333,9,4.89,4286,104,0.0244,1.33,8,100,0.019,0,0.0487,0,0,0,95,6.21967,1.670636,1.388639717,PC_J12_ID1xPC_M59_ID1,1,Outcross2014
A2022,2014,Outcross,-0.02757144,PC_N04_ID1,PC_L12_ID1,2493.1,22,5,E,63,63,118,49.5,6.9,10,13,4,620,155,46.5,4.5,4.214429,9,5.17,5327,156,0.0292,1.66,8,100,0.021,0,0.0585,0,0,0,95,6.071927,1.446919,1.390086587,PC_L12_ID1xPC_N04_ID1,-1,Outcross2014
A2026,2014,Outcross,0.0070428,PC_N07_ID2,PC_J48_ID2,2848.51,22,9,E,61,62,130,40,5.7,10,14,4,380,95,45,4,3.985607,8,5.63,5280,137,0.0259,1.52,8,100,0.0368,-1,0.0518,0,0.022,0,100,6.224354,1.568333,1.419546313,PC_J48_ID2xPC_N07_ID2,-1,Outcross2014
A2027,2014,Outcross,-0.0237279,PC_J13_ID1,PC_J04_ID1,3510.37,22,10,E,63,61,150,45,7,8,8,2,410,205,50,5,4.371972,10,5,5718,179,0.0313,2.09,11,100,0.0195,2,0.0625,0,0,0,90,5.962135,1.377109,1.401051312,PC_J04_ID1xPC_J13_ID1,-1,Outcross2014
A2028,2014,Self,0.4670819,PC_I55_ID2,PC_I55_ID2,3823.44,22,11,E,73,68,133,58,5.4,4,10,3,530,176.67,44.5,4.75,3.932652,9.5,4.68,4255,105,0.0246,1.36,8,90,0.0189,5,0.0492,0,0,0,95,6.110434,1.556825,1.355825327,PC_I55_ID2xPC_I55_ID2,1,Self2014
A2029,2014,Outcross,-0.0364861,PC_I58_ID1,PC_L08_ID1,3522.72,22,12,E,56,54,120,45,4.6,7,8,3,480,160,48,4.5,4.2386,9,5.33,4147,123,0.0296,1.5,8,0,0.0167,2,0.0591,0,0.084,0,95,6.311526,1.494077,1.378713479,PC_I58_ID1xPC_L08_ID1,1,Outcross2014
A2030,2014,Outcross,-0.02276653,PC_N13_ID1,PC_N07_ID1,3168.3,22,13,E,67,65,130,66,6.4,8,21,4,720,180,41,4,4.266001,8,5.13,6177,170,0.0275,1.8,10,100,0.0292,2,0.055,0,0,0,95,5.834862,1.373358,1.343090998,PC_N07_ID1xPC_N13_ID1,-1,Outcross2014
A2032,2014,Outcross,0.0210632,PC_N10_ID2,PC_J14_ID2,2883.87,22,15,E,62,61,134,45.5,5.8,10,9,3,560,186.67,51,5.25,4.014853,10.5,4.86,5980,157,0.0263,1.74,10,100,0.0161,1,0.0525,0,0.024,0,95,5.617545,1.410775,1.371033988,PC_J14_ID2xPC_N10_ID2,-1,Outcross2014
A2033,2014,Self,0.3774605,PC_J07_ID2,PC_J07_ID2,2880.32,22,16,E,66,66,131,46,4.4,7,8,3,390,130,45,4.75,4.179805,9.5,4.74,4801,131,0.0273,1.65,9,100,0.0205,0,0.0545,0,0.012,0,100,5.951549,1.427296,1.380844913,PC_J07_ID2xPC_J07_ID2,1,Self2014
A2035,2014,Self,0.562284,PC_I50_ID2,PC_I50_ID2,2647.08,22,18,E,69,61,120,36.5,4.8,6,9,3,490,163.33,42,4.25,3.394756,8.5,4.94,4185,76,0.0181,1.52,9,100,0.0184,8,0.0362,0,0,0,100,5.859744,1.741166,1.432866744,PC_I50_ID2xPC_I50_ID2,1,Self2014
A2038,2014,Self,0.5641153,PC_N07_ID1,PC_N07_ID1,3074.51,22,21,E,67,65,121,43.5,3.9,10,8,2,320,160,32.5,3,3.908959,6,5.42,3398,80,0.0236,1.46,9,90,0.025,2,0.0472,0,0,0,100,6.50821,1.675966,1.392208886,PC_N07_ID1xPC_N07_ID1,1,Self2014
A2039,2014,Outcross,0.0025779,PC_I08_ID1,PC_M59_ID1,3911.55,22,22,E,56,53,106,45.5,4.9,5,7,3,440,146.67,35,3.25,3.566516,6.5,5.38,2519,51,0.0202,1.47,7,100,0.0159,3,0.0405,0,0,0.004,100,5.843776,1.64182,1.388781512,PC_I08_ID1xPC_M59_ID1,1,Outcross2014
